id,category,section,question,honbun,choice1,choice2,choice3,choice4,answer
Q00224,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,いみじく<心もとなき>ままに、等身に薬師仏をつくりて、,已然形,連体形,終止形,連用形,連体形
Q00232,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,松原茂りて、月いみじう明かきに、風の音もいみじう<心細し>。,已然形,連体形,終止形,連用形,終止形
Q00294,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,たとしへなく狭き所の、庭のほどもなく、木などもなきに、いと<心憂き>に向かひなる所に梅、紅梅など咲き乱れて、風につけて、かかへ来るにつけても、住みなれし古里限りなく思ひ出でらる。,已然形,連体形,終止形,連用形,連体形
Q00328,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,ただ悲しげなりと見し鏡の影のみ違はぬ、あはれに<心憂し>。,已然形,連体形,終止形,連用形,終止形
Q00303,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。, <深き>夜に月見る折は知らねどもまづ山里ぞ思ひやらるる,已然形,連体形,終止形,連用形,連体形
Q00230,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,<深き>河を舟にてわたる。,已然形,連体形,終止形,連用形,連体形
Q00226,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,日の入り際のいと<すごく>霧りわたりたるに、,已然形,連体形,終止形,連用形,連用形
Q00258,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,えもいはず大きなる石の四方なる中に、穴のあきたる中より出づる水の<清く>つめたきことかぎりなし。,已然形,連体形,終止形,連用形,連用形
Q00266,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,来年なるべき国どもを、除目のことみな書きて、この国来年あくべきにも、守なして、また添へて二人をなしたり。あやし、<あさまし>と思ひて、取り上げて、ほして、をさめたりしを、かへる年の司召にこの文に書かれたりし、一つたがはず、この国の守とありしままなるを、三月,已然形,連体形,終止形,連用形,終止形
Q00286,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,「光るの源氏の夕顔、宇治の大将の浮舟の女君のやうにこそあらめ」と思ひける心、まづいとはかなく<あさまし>。 ,已然形,連体形,終止形,連用形,終止形
Q00262,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,水の世のつねならず、すりこなどを濃くて流したらむやうに、白き水<はやく>流れたり。,已然形,連体形,終止形,連用形,連用形
Q00278,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,その春、世の中いみじう<騒がしう>て、松里のわたりの月影あはれに見し乳母も、三月一日に亡くなりぬ。,已然形,連体形,終止形,連用形,連用形
Q00302,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,聞山深く誰れか思ひはおこすべき月見る人は<おほから>めとも,未然形,連用形,終止形,連体形,未然形
Q00321,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,「あれは物詣で人なめりな。月日しもこそ世に<多かれ>」と笑ふ中に、,已然形,連体形,終止形,連用形,已然形
Q00326,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,おのづから心も慰め、さりとも頼もしう、さしあたりて<嘆かし>などおぼゆることどもないままに、,已然形,連体形,終止形,連用形,終止形
Q00281,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,帰るに、 「何をかたてまつらむ。<まめまめしき>物は、まさなかりなむ。ゆかしくしたまふなるものをたてまつらむ」とて、,已然形,連体形,終止形,連用形,連体形
Q00254,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,髪いと<長く>額いとよくかかりて、色白くきたなげなくて、さてもありぬべき下仕へなどにてもありぬべしなど、人びとあはれがるに、,已然形,連体形,終止形,連用形,連用形
Q00252,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,やうやう入り立つ麓のほどだに、空のけしき<はかばかしく>も見えず、えもいはず茂りわたりて、いとおそろしげなり。,已然形,連体形,終止形,連用形,連用形
Q00315,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,聖などすら、前の世のこと夢に見るは、いとかたかなるを、いとかう、あとはかないやうに、<はかばかしから>ぬ心地に、夢に見るやう、,未然形,連用形,終止形,連体形,未然形
Q00236,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,さやうの人にはこよなくすぎて、いと白く清げにて、<めづらし>とおもひて、かきなでつつうち泣くを、いとあはれに見捨てがたくおもへど、,已然形,連体形,終止形,連用形,終止形
Q00237,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,いとあはれに見捨て<がたく>おもへど、いそぎ率ていかるる心地、いとあかずわりなし。,已然形,連体形,終止形,連用形,連用形
Q00269,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,設けたりければ、そこにて日ごろ過ぐるほどにぞ、やうやうおこたる。 冬深くなりたれば、川風けはしく吹き上げつつ<堪へがたく>おぼえけり。その渡りして浜名の橋に着いたり。浜名の橋下りし時は黒木をわたしたりし。このたびは、跡だに見えねば、舟にて渡る。入江にわたり,已然形,連体形,終止形,連用形,連用形
Q00261,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,さまことなる山の姿の、紺青をぬりたるやうなるに、雪の消ゆる世もなく積もりたれば、色<濃き>衣に白き衵着たらむやうに見えて、,已然形,連体形,終止形,連用形,連体形
Q00231,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,その夜はくろとの浜といふ所に泊まる。かたつ方はひろ山なる所の、砂子はるばると<白き>に、,已然形,連体形,終止形,連用形,連体形
Q00239,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,おもかげにおぼえて<悲しけれ>ば、月の興もおぼえず、くんじ臥しぬ。 ,已然形,連体形,終止形,連用形,已然形
Q00295,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,よそのことだに、をさなくよりいみじくあはれと思ひわたるに、ましていはむ方なくあはれ<悲し>と思ひ嘆かる。,已然形,連体形,終止形,連用形,終止形
Q00292,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,広々と<もの深き>、深山のやうにはありながら、花紅葉の折は四方の山辺も何ならぬを見ならひたるに、たとしへなく狭き所の、庭のほどもなく、木などもなきに,已然形,連体形,終止形,連用形,連体形
Q00275,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,ありもつかず、いみじう<もの騒がしけれ>ども、いつしかと思ひしことなれば、,已然形,連体形,終止形,連用形,已然形
Q00310,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,かかるほどのことは、いらへぬも<便なし>などあれば、 ,已然形,連体形,終止形,連用形,終止形
Q00227,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,門出したる所は、めぐりなどもなくて、かりそめのかや屋の蔀なども<なし>。,已然形,連体形,終止形,連用形,終止形
Q00283,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,見る心地、后の位も何にかはせむ。昼は日暮らし、夜は目の覚めたるかぎり、灯を近くともして、これを見るより他のこと<なけれ>ば、おのづからなどは、そらにおぼえ浮かぶを、いみじきことに思ふに、夢にいときよげなる僧の、黄なる地の袈裟着たるが来て、 「法華経五の,已然形,連体形,終止形,連用形,已然形
Q00318,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,なかなかに艶にをかしき夜かな。月の隈なく<明かから>むもはしたなくまばゆかりぬべかりけり。,未然形,連用形,終止形,連体形,未然形
Q00330,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,ひまもなき涙に曇る心にも<明かし>と見ゆる月の影かな,已然形,連体形,終止形,連用形,終止形
Q00228,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,東、西は海近くて、いと<おもしろし>。,已然形,連体形,終止形,連用形,終止形
Q00248,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,かたつ方は、海、浜のさまも、寄せ返る浪のけしきも、いみじう<おもしろし>。,已然形,連体形,終止形,連用形,終止形
Q00305,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,思ひ知る人に見せばや山里の秋の<夜深き>有明の月,已然形,連体形,終止形,連用形,連体形
Q00291,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,荻の葉の答こたふるまでも吹きよらでただに過ぎぬる笛の音ぞ<憂き>,已然形,連体形,終止形,連用形,連体形
Q00297,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,慰むる方もなぎさの浜千鳥何か<憂き>世にあともとどめむ,已然形,連体形,終止形,連用形,連体形
Q00289,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,立ち出づる天の河辺のゆかしさにつねは<ゆゆしき>ことも忘れぬ,已然形,連体形,終止形,連用形,連体形
Q00322,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,ある人にか、「一時が目をこやして何にかはせむ。いみじく思し立ちて、仏の御徳かならず見たまふべき人にこそあめれ。<よしなし>かし。物見で、かうこそ思ひ立つべかりけれ」とまめやかに言ふ人、一人ぞある。,已然形,連体形,終止形,連用形,終止形
Q00257,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,人びとあかず思ひてみな泣くを、<幼き>心地には、ましてこの宿りをたたむことさへあかずおぼゆ。,已然形,連体形,終止形,連用形,連体形
Q00296,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,母などは皆亡くなりたる方にあるに、形見にとまりたる<幼き>人びとを左右に臥せたるに、,已然形,連体形,終止形,連用形,連体形
Q00324,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,初瀬川渡るに、「 初瀬川立ち帰りつつ訪ぬれば杉のしるしもこのたびや見む」と思ふもいと<頼もし>。,已然形,連体形,終止形,連用形,終止形
Q00313,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,父の老い衰へて、われを子としも<頼もしから>む蔭のやうに、思ひ頼みむかひゐたるに、恋しくおぼつかなくのみおぼゆ。,未然形,連用形,終止形,連体形,未然形
Q00255,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,髪いと長く額いと<よく>かかりて、色白くきたなげなくて、さてもありぬべき下仕へなどにてもありぬべしなど、人びとあはれがるに、,已然形,連体形,終止形,連用形,連用形
Q00259,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,えもいはず大きなる石の四方なる中に、穴のあきたる中より出づる水の清く<つめたき>ことかぎりなし。 ,已然形,連体形,終止形,連用形,連体形
Q00264,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,黄なる紙に、丹して濃く<うるはしく>か書かれたり。,已然形,連体形,終止形,連用形,連用形
Q00233,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,いと<恋しけれ>ば、行かまほしくおもふに、兄なる人抱きて率て行きたり。,已然形,連体形,終止形,連用形,已然形
Q00272,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,そこに遊女ども出で来て、夜一夜、歌うたふにも、足柄なりし思ひ出でられて、あはれに<恋しき>ことかぎりなし。 ,已然形,連体形,終止形,連用形,連体形
Q00247,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,<論なく>もとの国にこそ行くらめと、朝廷より使ひ下りて追ふに、勢多の橋こほれて、え行きやらず。 ,已然形,連体形,終止形,連用形,連用形
Q00280,形容詞/形容動詞,形容詞,傍線部の語の活用形として正しいものを選べ。,「鳥辺山谷に煙の燃え立たば<はかなく>見えしわれと知らなむ」と、言ひ知らずをかしげにめでたく書きたまへるを見て、いとど涙を添へまさる。 ,已然形,連体形,終止形,連用形,連用形
Q00331,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,十月晦方に<あからさまに>来て見れば、おもしろき茂れりし木の葉どもおもしろく散り乱れて、,未然形,連体形,終止形,連用形,連用形
Q00332,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,をかし鳴くさまは、<あてに>をかしきげなる人と見えて、うちおどろきたれば、この猫の声にてありつるが、,未然形,已然形,連体形,連用形,連用形
Q00333,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,なほ所々は、うちこぼれつつ<あはれげに>咲きわたれり。,已然形,未然形,連用形,終止形,連用形
Q00335,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,「<あはれなり>つる心のほどなむ、忘れむ世あるまじき」,終止形,已然形,未然形,連用形,連用形
Q00336,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,言ふに従ひて、出だし立つる心ばへも<あはれなり>。,終止形,已然形,連体形,未然形,終止形
Q00337,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,山の陰恐ろしき前近う見えて、恐ろしう<あはれなる>夕暮、水鶏恐ろしう鳴く。,連体形,已然形,未然形,連用形,連体形
Q00338,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,甥どもなど、一所にて朝夕見るに、かう<あはれに>論なくことの後は所々になりなどして、,終止形,連用形,連体形,未然形,連用形
Q00339,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,東の山際は比叡の山よりして、稲荷などいふ山まで<あらはに>見えわたり、,連用形,已然形,未然形,終止形,連用形
Q00340,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,浪いみじうて入江の<いたづらなる>洲どもに、ことものもなく松原の茂れる中より浪の寄せ返るも、色々の玉のやうに見え、,連用形,連体形,未然形,終止形,連体形
Q00342,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,顔をうちまもりつつ、をかし鳴くも、心のなし、目の<うちつけに>、例の猫にはあらず、聞き知り顔にあはれなり。,連体形,未然形,已然形,連用形,連用形
Q00343,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,関いみじなりて、山づらに<かりそめなる>きりかけといふものしたる上より、丈六の仏の、いまだ荒造りにおはするが、顔ばかり見やられたり。,已然形,連体形,連用形,終止形,連体形
Q00345,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,帰りて夕日<けざやかに>さしたるに、,連用形,終止形,未然形,連体形,連用形
Q00346,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,十月ばかりの紅葉、四方の山辺よりも<けに>をかしをかし、錦をひけるやうなるに、,連用形,連体形,已然形,未然形,連用形
Q00347,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,世の中のあはれなることどもなど、<こまやかに>言ひ出でて、,連用形,連体形,終止形,未然形,連用形
Q00348,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,冬になりて、月なく雪も降らずながら、星の光に、空<さすがに>白く冴えわたりたる夜のかぎり、,連体形,終止形,連用形,未然形,連用形
Q00349,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,<さだかに>は見えたまはず、霧ひとへ隔たれるやうに、すきて見えたまふを、せめて絶え間に見たてまつれば、,終止形,未然形,連用形,連体形,連用形
Q00350,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,みつさかの山の麓に、昼夜、時雨、霰降り乱れて、日の光も<さやかなら>ず、いみじくいみじう。,已然形,終止形,未然形,連用形,未然形
Q00351,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,また秋になりて、月頼もしく頼もしに、空は霧りわたりたれど、手にとるばかり<さやかに>澄みわたりたるに、,終止形,連体形,已然形,連用形,連用形
Q00352,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,とあるを見る心地、言へば<さらなり>。,已然形,連用形,連体形,終止形,終止形
Q00353,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,「今の世の人は、さのみこそは出で立て。さてもおのづからよきためしもあり。さても心見よ」といふ人びとありて、<しぶしぶに>出だしたてらる。,已然形,未然形,終止形,連用形,連用形
Q00354,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,<しめやかなる>夕暮れを、おしはかりて参りたりけるに、近くければ、まかづめり。,未然形,連用形,已然形,連体形,連体形
Q00355,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,あの人がらも、いと<すくよかに>、世の常ならぬ人にて、「その人は、かの人は」なども、尋ね問はで過ぎぬ。,終止形,連用形,已然形,連体形,連用形
Q00356,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,われはいと若人にあるべきにもあらず、また大人にせらるべきおぼえもなく、時々のまらうとにさし放たれて、<すずろなる>やうなれど、ひとへにそなた一つを頼むべきならねば、,終止形,未然形,已然形,連体形,連体形
Q00357,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,同じ折亡くなりたまひし侍従の大納言の御むすめの手を見つつ、<すずろに>あはれなるに、,連用形,終止形,已然形,連体形,連用形
Q00358,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,また語らふ人の上にものしたまふをたびたび呼び下ろすに、「<せちに>ことあらば行かむ」とあるに、枯れたる薄のあるにつけて、,終止形,連体形,連用形,已然形,連用形
Q00359,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,<つれづれなる>ひるま、よひゐなどに、,已然形,連体形,未然形,終止形,連体形
Q00360,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,ののしり満ちて下りぬる後、ゆかしく<つれづれなれ>ど、いといたうゆかしくほどならずと聞けば、,終止形,未然形,連用形,已然形,已然形
Q00361,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,「<なかなかに>艶に高く夜かな。月の高く高うむも高たぐひなくぬべかりけり」。,連用形,已然形,終止形,未然形,連用形
Q00362,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,<ねむごろに>語らふ人の、かうて後訪れぬに、,連体形,終止形,已然形,連用形,連用形
Q00363,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,うらうらと<のどかなる>宮にて、珍し心なる人、三人ばかり物語りなどして、,已然形,未然形,連用形,連体形,連体形
Q00365,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,「今は宿とれ」とて、人びとあかれて宿求むる、所<はしたに>て、「いと残りなくげなる下衆の小家なむある」と言ふに、「いかがはせむ」とて、そこに宿りぬ。,終止形,已然形,連体形,連用形,連用形
Q00366,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,憂き泣き暮らして見出だしたれば、夕日のいと<はなやかに>さしたるに、桜の花憂き散り乱る。,連用形,未然形,終止形,連体形,連用形
Q00367,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,<はるかに>ははさうなどいふ所の廊の跡の礎などあり。,連用形,連体形,未然形,已然形,連用形
Q00368,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,げにいかに出で立ちし道なりともおぼゆれど、<ひたぶるに>仏を念じたてまつりて、宇治の渡りに行き着きぬ。,已然形,連用形,連体形,未然形,連用形
Q00369,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,雪うち散りつつ、心細心ぼそく、冴え凍る暁方の月の、<ほのかに>心細掻練の袖に映れるも、げに濡るる顔なり。,終止形,連用形,已然形,連体形,連用形
Q00370,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,と<まめやかに>言ふ人、一人ぞある。,已然形,未然形,終止形,連用形,連用形
Q00371,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,明かき明かきままに、等身に薬師仏をつくりて、手あらひなどして、人まに<みそかに>入りつつ、「京に明かうあげたまひて、物語の明かきはべるなる、あるかぎり見せたまへ」と身を捨てて、額をつき祈りまうすほどに、,終止形,連体形,已然形,連用形,連用形
Q00372,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,石上もまことに古りにけること、思ひやられて、<むげに>荒れはてにけり。,連体形,已然形,終止形,連用形,連用形
Q00373,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,<むごに>え渡らで、つくづくと見るに、,連用形,已然形,未然形,連体形,連用形
Q00374,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,<めづらかなる>ことにさぶらふ,終止形,連体形,連用形,未然形,連体形
Q00375,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,「大納言殿の姫君」と呼びしかば、聞き知り顔に鳴きて歩み来などせしかば、父なりし人も「<めづらかに>あはれなることなり。大納言に申さむ」などありしほどに、,未然形,連用形,連体形,已然形,連用形
Q00376,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,山のなからばかりの、木の下の<わづかなる>に、葵のただ三筋ばかりあるを、世ばなれてかかる山中にしも生ひけむよと、人びとあはれがる。,連用形,連体形,未然形,終止形,連体形
Q00378,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,わが身一つならば、<安らかなら>ましを、,終止形,已然形,連体形,未然形,未然形
Q00379,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,いま片つ方に映れる影を見せたまへば、御簾ども<青やかに>、几帳おし出でたる下より色々の衣こぼれ出で、梅桜咲きたるに、鴬木伝ひ鳴きたるを見せて、,連用形,已然形,未然形,連体形,連用形
Q00380,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,えもいはず<大きなる>石の四方なる中に、穴のあきたる中より出づる水のいみじくいみじうこといみじく。,終止形,連用形,連体形,已然形,連体形
Q00381,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,広々と荒れたる所の、過ぎ来つる山々にも劣らず、<大きに>いみじうげなる深山木どものやうにて、都の内とも見えぬ所のさまなり。,連体形,已然形,未然形,連用形,連用形
Q00382,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,「<平らかに>あひ見せたまへ」と申すは、仏もあはれと聞き入れさせたまひけむかし。,終止形,連用形,已然形,未然形,連用形
Q00383,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,今はひとへに<豊かなる>いきほひになりて、,未然形,終止形,連体形,連用形,連体形
Q00384,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,さべき人々、物語りしつつ月をながむるに、梅壺の女御の上らせたまふなる音なひ、しげかり白き<優なる>にも、,終止形,未然形,連体形,連用形,連体形
Q00385,形容詞/形容動詞,形容動詞,傍線部の語の活用形として正しいものを選べ。,親からうじて、<遥かに>かしがましく東になりて、,連体形,終止形,未然形,連用形,連用形
Q00386,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,「その夜この浦を出でさせたまひて、石津に着か<せ>たまへらましかば、,連用形,命令形,終止形,已然形,連用形
Q00387,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,「稲荷より賜ふしるしの杉よ」とて投げ出で<られ>しを、,已然形,連用形,連体形,終止形,連用形
Q00388,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,「硯の水の凍れば、みな閉ぢ<られ>てとどめつ」と言ひたるに、,命令形,連用形,連体形,未然形,連用形
Q00389,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,「平らかにあひ見せたまへ」と申すは、仏もあはれと聞き入れ<させ>たまひけむかし。,未然形,連用形,已然形,連体形,連用形
Q00390,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,『子偲びの森となむ申す』と答へたりしが、身によそへ<られ>ていみじく悲しかりしかば、,命令形,終止形,連用形,已然形,連用形
Q00391,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,あはれに思ひ出でられなどして、心もそらにながめ暮らさ<る>。,終止形,命令形,未然形,連用形,終止形
Q00392,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,いかで琵琶の音のおぼゆるかぎり弾きて聞か<せ>むとなむある」と聞くに、,未然形,命令形,終止形,連体形,未然形
Q00393,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,いかになびくならむと、いみじうゆかしく思さ<れ>ければ、,連用形,終止形,命令形,已然形,連用形
Q00394,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,いづくより来つる猫ぞと見るに、姉なる人、「あなかま、人に聞か<す>な。,連体形,連用形,終止形,命令形,終止形
Q00395,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,いと口惜しく思ひ嘆か<るる>に、をばなる人の田舎より上りたる所にわたいたれば、,未然形,連体形,連用形,已然形,連体形
Q00396,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,いま一かへり、われに言ひて聞か<せよ>』と、仰せられければ、,連用形,未然形,命令形,連体形,命令形
Q00397,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,いみじくあはれに山の方は小暗く、滝の音も似るものなくのみ眺め<られ>て、,已然形,連用形,命令形,未然形,連用形
Q00398,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,うひうひしき里人は、ありなしをだに知ら<る>べきにもあらぬに、,終止形,未然形,連体形,已然形,終止形
Q00399,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,え率て参らぬかはりにとて、僧を出だし立てて、初瀬に詣で<さす>めり。,連体形,終止形,命令形,已然形,終止形
Q00400,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,かかへ来るにつけても、住みなれし古里限りなく思ひ出で<らる>。,連用形,未然形,連体形,終止形,終止形
Q00401,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,かしまみて鳴戸の浦に漕が<れ>出づる心はえきや磯の海人,命令形,連用形,連体形,終止形,連用形
Q00402,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,このごろの世の人は十七八よりこそ経読み、行ひもすれ、さること思ひかけ<られ>ず。,終止形,未然形,連用形,連体形,未然形
Q00403,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,この若き人びと大人び<させ>むと思ふよりほかの事なきに、,連用形,連体形,未然形,已然形,未然形
Q00404,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,この人のあべからむさま、夢に見せたまへ」など言ひて、詣で<さする>なめり。,已然形,連用形,連体形,終止形,連体形
Q00405,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,この男罪し、掠ぜ<られ>ば、我はいかであれと。,已然形,終止形,未然形,命令形,未然形
Q00406,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,これ手本にせよとて、この姫君の御手を取ら<せ>たりしを、,命令形,已然形,連体形,連用形,連用形
Q00407,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,さても心見よ」といふ人びとありて、しぶしぶに出だしたて<らる>。,未然形,命令形,已然形,終止形,終止形
Q00408,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,しげかりし憂き世の事も忘ら<れ>ず入相の鐘の心細さに,已然形,未然形,終止形,連用形,未然形
Q00409,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,しげり行く蓬が露にそほちつつ人に訪は<れ>ぬ音をのみぞ泣く,連用形,連体形,已然形,未然形,未然形
Q00410,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,すべきやうもなくて、さすがに、若い人にひか<れ>て、折々さし出づるにも、,命令形,已然形,連体形,連用形,連用形
Q00411,助動詞,助動詞①,傍線部の語の活用形として正しいものを選べ。,そのほどは精進せ<さす>。,已然形,未然形,終止形,連体形,終止形
